file,class,reasoner,iterations,time,n_subsumers,subsumers
TestOntologies/amino-acid.amino-acid-ontology.2.owl.xml,R,2,20,3.9536,6,"['R', 'SpecificAminoAcid', 'PositiveChargedAminoAcid', 'AminoAcid', 'LargeAliphaticAminoAcid', 'AliphaticAminoAcid']"
TestOntologies/amino-acid.amino-acid-ontology.2.owl.xml,V,3,,,4,"['V', 'AminoAcid', 'AliphaticAminoAcid', 'SpecificAminoAcid']"
TestOntologies/amino-acid.amino-acid-ontology.2.owl.xml,V,1,14,2.3138,1,['V']
TestOntologies/amino-acid.amino-acid-ontology.2.owl.xml,V,2,17,2.6177,1,['V']
TestOntologies/amino-acid.amino-acid-ontology.2.owl.xml,T,3,,,5,"['T', 'AminoAcid', 'AliphaticAminoAcid', 'TinyPolarAminoAcid', 'SpecificAminoAcid']"
TestOntologies/amino-acid.amino-acid-ontology.2.owl.xml,T,1,22,3.4836,5,"['SpecificAminoAcid', 'TinyPolarAminoAcid', 'AminoAcid', 'T', 'AliphaticAminoAcid']"
TestOntologies/amino-acid.amino-acid-ontology.2.owl.xml,T,2,20,3.4865,5,"['SpecificAminoAcid', 'TinyPolarAminoAcid', 'AminoAcid', 'T', 'AliphaticAminoAcid']"
TestOntologies/amino-acid.amino-acid-ontology.2.owl.xml,S,3,,,5,"['AminoAcid', 'AliphaticAminoAcid', 'TinyPolarAminoAcid', 'SpecificAminoAcid', 'S']"
TestOntologies/amino-acid.amino-acid-ontology.2.owl.xml,S,1,22,3.4973,5,"['SpecificAminoAcid', 'TinyPolarAminoAcid', 'S', 'AminoAcid', 'AliphaticAminoAcid']"
TestOntologies/amino-acid.amino-acid-ontology.2.owl.xml,S,2,20,5.5238,5,"['SpecificAminoAcid', 'TinyPolarAminoAcid', 'S', 'AminoAcid', 'AliphaticAminoAcid']"
TestOntologies/amino-acid.amino-acid-ontology.2.owl.xml,N,3,,,4,"['N', 'AminoAcid', 'AliphaticAminoAcid', 'SpecificAminoAcid']"
TestOntologies/amino-acid.amino-acid-ontology.2.owl.xml,N,1,14,3.1268,1,['N']
TestOntologies/amino-acid.amino-acid-ontology.2.owl.xml,N,2,17,2.7662,1,['N']
TestOntologies/amino-acid.amino-acid-ontology.2.owl.xml,AromaticAminoAcid,3,,,3,"['AromaticAminoAcid', 'AminoAcid', 'SpecificAminoAcid']"
TestOntologies/amino-acid.amino-acid-ontology.2.owl.xml,AromaticAminoAcid,1,6,2.4057,3,"['AminoAcid', 'AromaticAminoAcid', 'SpecificAminoAcid']"
TestOntologies/amino-acid.amino-acid-ontology.2.owl.xml,AromaticAminoAcid,2,6,2.4125,3,"['AminoAcid', 'AromaticAminoAcid', 'SpecificAminoAcid']"
TestOntologies/amino-acid.amino-acid-ontology.2.owl.xml,A,3,,,4,"['A', 'AminoAcid', 'AliphaticAminoAcid', 'SpecificAminoAcid']"
TestOntologies/amino-acid.amino-acid-ontology.2.owl.xml,A,1,19,4.7244,4,"['AliphaticAminoAcid', 'A', 'AminoAcid', 'SpecificAminoAcid']"
TestOntologies/amino-acid.amino-acid-ontology.2.owl.xml,A,2,19,5.5969,4,"['AliphaticAminoAcid', 'A', 'AminoAcid', 'SpecificAminoAcid']"
TestOntologies/pizza.owl,"""CheesyPizza""",3,,,4,"['""Pizza""', '""Food""', '""CheesyPizza""', '""DomainThing""']"
TestOntologies/pizza.owl,"""CheesyPizza""",1,13,3.5773,4,"['""CheesyPizza""', '""Pizza""', '""DomainThing""', '""Food""']"
TestOntologies/pizza.owl,"""CheesyPizza""",2,13,2.6916,4,"['""CheesyPizza""', '""Pizza""', '""DomainThing""', '""Food""']"
TestOntologies/pizza.owl,"""RosemaryTopping""",3,,,6,"['""VegetarianTopping""', '""PizzaTopping""', '""Food""', '""HerbSpiceTopping""', '""RosemaryTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""RosemaryTopping""",1,8,1.8375,5,"['""RosemaryTopping""', '""HerbSpiceTopping""', '""PizzaTopping""', '""Food""', '""DomainThing""']"
TestOntologies/pizza.owl,"""RosemaryTopping""",2,9,1.8921,5,"['""RosemaryTopping""', '""HerbSpiceTopping""', '""PizzaTopping""', '""Food""', '""DomainThing""']"
TestOntologies/pizza.owl,"""NonVegetarianPizza""",3,,,4,"['""Pizza""', '""NonVegetarianPizza""', '""Food""', '""DomainThing""']"
TestOntologies/pizza.owl,"""NonVegetarianPizza""",1,9,2.095,4,"['""Pizza""', '""DomainThing""', '""NonVegetarianPizza""', '""Food""']"
TestOntologies/pizza.owl,"""NonVegetarianPizza""",2,8,2.3819,4,"['""Pizza""', '""DomainThing""', '""NonVegetarianPizza""', '""Food""']"
TestOntologies/pizza.owl,"""OliveTopping""",3,,,6,"['""VegetarianTopping""', '""PizzaTopping""', '""Food""', '""VegetableTopping""', '""DomainThing""', '""OliveTopping""']"
TestOntologies/pizza.owl,"""OliveTopping""",1,8,2.4875,5,"['""VegetableTopping""', '""PizzaTopping""', '""Food""', '""OliveTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""OliveTopping""",2,9,2.9405,5,"['""VegetableTopping""', '""PizzaTopping""', '""Food""', '""OliveTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""RocketTopping""",3,,,6,"['""VegetarianTopping""', '""PizzaTopping""', '""Food""', '""VegetableTopping""', '""RocketTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""RocketTopping""",1,8,3.0459,5,"['""VegetableTopping""', '""PizzaTopping""', '""Food""', '""RocketTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""RocketTopping""",2,9,3.4678,5,"['""VegetableTopping""', '""PizzaTopping""', '""Food""', '""RocketTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""SpicyPizza""",3,,,5,"['""Pizza""', '""Food""', '""SpicyPizzaEquivalent""', '""SpicyPizza""', '""DomainThing""']"
TestOntologies/pizza.owl,"""SpicyPizza""",1,19,6.0913,5,"['""Pizza""', '""Food""', '""DomainThing""', '""SpicyPizza""', '""SpicyPizzaEquivalent""']"
TestOntologies/pizza.owl,"""SpicyPizza""",2,20,4.5478,5,"['""Pizza""', '""Food""', '""DomainThing""', '""SpicyPizza""', '""SpicyPizzaEquivalent""']"
TestOntologies/pizza.owl,"""NutTopping""",3,,,5,"['""VegetarianTopping""', '""PizzaTopping""', '""Food""', '""NutTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""NutTopping""",1,8,3.3027,4,"['""DomainThing""', '""NutTopping""', '""PizzaTopping""', '""Food""']"
TestOntologies/pizza.owl,"""NutTopping""",2,8,3.0057,4,"['""DomainThing""', '""NutTopping""', '""PizzaTopping""', '""Food""']"
TestOntologies/pizza.owl,"""VegetarianPizza2""",3,,,1,"['""VegetarianPizza2""']"
TestOntologies/pizza.owl,"""VegetarianPizza2""",1,9,3.2361,4,"['""Food""', '""Pizza""', '""VegetarianPizza2""', '""DomainThing""']"
TestOntologies/pizza.owl,"""VegetarianPizza2""",2,8,2.595,4,"['""Food""', '""Pizza""', '""VegetarianPizza2""', '""DomainThing""']"
TestOntologies/pizza.owl,"""OnionTopping""",3,,,6,"['""VegetarianTopping""', '""PizzaTopping""', '""OnionTopping""', '""Food""', '""VegetableTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""OnionTopping""",1,8,2.2551,5,"['""VegetableTopping""', '""PizzaTopping""', '""Food""', '""DomainThing""', '""OnionTopping""']"
TestOntologies/pizza.owl,"""OnionTopping""",2,9,2.0211,5,"['""VegetableTopping""', '""PizzaTopping""', '""Food""', '""DomainThing""', '""OnionTopping""']"
TestOntologies/pizza.owl,"""PizzaTopping""",3,,,3,"['""PizzaTopping""', '""Food""', '""DomainThing""']"
TestOntologies/pizza.owl,"""PizzaTopping""",1,3,1.3717,3,"['""DomainThing""', '""PizzaTopping""', '""Food""']"
TestOntologies/pizza.owl,"""PizzaTopping""",2,3,0.8351,3,"['""DomainThing""', '""PizzaTopping""', '""Food""']"
TestOntologies/pizza.owl,"""FruitTopping""",3,,,5,"['""VegetarianTopping""', '""PizzaTopping""', '""Food""', '""FruitTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""FruitTopping""",1,4,1.0923,4,"['""PizzaTopping""', '""DomainThing""', '""FruitTopping""', '""Food""']"
TestOntologies/pizza.owl,"""FruitTopping""",2,4,1.1994,4,"['""PizzaTopping""', '""DomainThing""', '""FruitTopping""', '""Food""']"
TestOntologies/pizza.owl,"""Soho""",3,,,6,"['""Pizza""', '""Food""', 'NamedPizza', '""CheesyPizza""', '""Soho""', '""DomainThing""']"
TestOntologies/pizza.owl,"""Soho""",1,49,11.7687,6,"['""Pizza""', '""Food""', 'NamedPizza', '""CheesyPizza""', '""DomainThing""', '""Soho""']"
TestOntologies/pizza.owl,"""Soho""",2,59,20.2236,6,"['""Pizza""', '""Food""', 'NamedPizza', '""CheesyPizza""', '""DomainThing""', '""Soho""']"
TestOntologies/pizza.owl,"""VegetarianPizza""",3,,,4,"['""Pizza""', '""VegetarianPizza""', '""Food""', '""DomainThing""']"
TestOntologies/pizza.owl,"""VegetarianPizza""",1,9,3.535,4,"['""Food""', '""Pizza""', '""VegetarianPizza""', '""DomainThing""']"
TestOntologies/pizza.owl,"""VegetarianPizza""",2,8,2.5211,4,"['""Food""', '""Pizza""', '""VegetarianPizza""', '""DomainThing""']"
TestOntologies/pizza.owl,"""Cajun""",3,,,8,"['""Pizza""', '""SpicyPizzaEquivalent""', '""Food""', 'NamedPizza', '""CheesyPizza""', '""SpicyPizza""', '""Cajun""', '""DomainThing""']"
TestOntologies/pizza.owl,"""Cajun""",1,64,22.6683,8,"['""Pizza""', '""Cajun""', '""Food""', 'NamedPizza', '""CheesyPizza""', '""DomainThing""', '""SpicyPizza""', '""SpicyPizzaEquivalent""']"
TestOntologies/pizza.owl,"""Cajun""",2,64,19.4505,8,"['""Pizza""', '""Cajun""', '""Food""', 'NamedPizza', '""CheesyPizza""', '""DomainThing""', '""SpicyPizza""', '""SpicyPizzaEquivalent""']"
TestOntologies/pizza.owl,"""SauceTopping""",3,,,5,"['""VegetarianTopping""', '""PizzaTopping""', '""SauceTopping""', '""Food""', '""DomainThing""']"
TestOntologies/pizza.owl,"""SauceTopping""",1,4,1.4908,4,"['""Food""', '""DomainThing""', '""PizzaTopping""', '""SauceTopping""']"
TestOntologies/pizza.owl,"""SauceTopping""",2,4,1.4905,4,"['""Food""', '""DomainThing""', '""PizzaTopping""', '""SauceTopping""']"
TestOntologies/pizza.owl,"""ParmezanTopping""",3,,,6,"['""VegetarianTopping""', '""PizzaTopping""', '""Food""', '""CheeseTopping""', '""ParmezanTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""ParmezanTopping""",1,8,2.9288,5,"['""PizzaTopping""', '""Food""', '""ParmezanTopping""', '""CheeseTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""ParmezanTopping""",2,9,3.2764,5,"['""PizzaTopping""', '""Food""', '""ParmezanTopping""', '""CheeseTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""Hot""",3,,,3,"['""ValuePartition""', '""Hot""', '""Spiciness""']"
TestOntologies/pizza.owl,"""Hot""",1,3,2.1017,3,"['""Spiciness""', '""ValuePartition""', '""Hot""']"
TestOntologies/pizza.owl,"""Hot""",2,3,1.3464,3,"['""Spiciness""', '""ValuePartition""', '""Hot""']"
TestOntologies/pizza.owl,"""SweetPepperTopping""",3,,,7,"['""VegetarianTopping""', '""PizzaTopping""', '""Food""', '""SweetPepperTopping""', '""VegetableTopping""', '""PepperTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""SweetPepperTopping""",1,10,4.8296,6,"['""VegetableTopping""', '""PizzaTopping""', '""Food""', '""PepperTopping""', '""SweetPepperTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""SweetPepperTopping""",2,10,3.3273,6,"['""VegetableTopping""', '""PizzaTopping""', '""Food""', '""PepperTopping""', '""SweetPepperTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""VegetarianTopping""",3,,,4,"['""VegetarianTopping""', '""PizzaTopping""', '""Food""', '""DomainThing""']"
TestOntologies/pizza.owl,"""VegetarianTopping""",1,4,1.8274,4,"['""VegetarianTopping""', '""DomainThing""', '""PizzaTopping""', '""Food""']"
TestOntologies/pizza.owl,"""VegetarianTopping""",2,4,1.4049,4,"['""VegetarianTopping""', '""DomainThing""', '""PizzaTopping""', '""Food""']"
TestOntologies/pizza.owl,"""Mild""",3,,,3,"['""Mild""', '""ValuePartition""', '""Spiciness""']"
TestOntologies/pizza.owl,"""Mild""",1,3,1.1556,3,"['""Spiciness""', '""ValuePartition""', '""Mild""']"
TestOntologies/pizza.owl,"""Mild""",2,3,1.2798,3,"['""Spiciness""', '""ValuePartition""', '""Mild""']"
TestOntologies/pizza.owl,"""LaReine""",3,,,7,"['""Pizza""', '""Food""', '""MeatyPizza""', 'NamedPizza', '""CheesyPizza""', '""LaReine""', '""DomainThing""']"
TestOntologies/pizza.owl,"""LaReine""",1,41,11.576,7,"['""Pizza""', '""LaReine""', '""MeatyPizza""', 'NamedPizza', '""Food""', '""CheesyPizza""', '""DomainThing""']"
TestOntologies/pizza.owl,"""LaReine""",2,49,10.2105,7,"['""Pizza""', '""LaReine""', '""MeatyPizza""', 'NamedPizza', '""Food""', '""CheesyPizza""', '""DomainThing""']"
TestOntologies/pizza.owl,"""Napoletana""",3,,,7,"['""RealItalianPizza""', '""Pizza""', '""Napoletana""', '""Food""', 'NamedPizza', '""CheesyPizza""', '""DomainThing""']"
TestOntologies/pizza.owl,"""Napoletana""",1,43,14.7079,8,"['""Pizza""', '""ThinAndCrispyPizza""', '""RealItalianPizza""', '""Napoletana""', 'NamedPizza', '""Food""', '""CheesyPizza""', '""DomainThing""']"
TestOntologies/pizza.owl,"""Napoletana""",2,50,17.5241,8,"['""Pizza""', '""ThinAndCrispyPizza""', '""RealItalianPizza""', '""Napoletana""', 'NamedPizza', '""Food""', '""CheesyPizza""', '""DomainThing""']"
TestOntologies/pizza.owl,"""GoatsCheeseTopping""",3,,,6,"['""VegetarianTopping""', '""PizzaTopping""', '""Food""', '""CheeseTopping""', '""GoatsCheeseTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""GoatsCheeseTopping""",1,8,3.1532,5,"['""PizzaTopping""', '""Food""', '""GoatsCheeseTopping""', '""CheeseTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""GoatsCheeseTopping""",2,9,5.3501,5,"['""PizzaTopping""', '""Food""', '""GoatsCheeseTopping""', '""CheeseTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""PeperoniSausageTopping""",3,,,5,"['""PizzaTopping""', '""Food""', '""PeperoniSausageTopping""', '""MeatTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""PeperoniSausageTopping""",1,8,3.0468,5,"['""MeatTopping""', '""PizzaTopping""', '""Food""', '""PeperoniSausageTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""PeperoniSausageTopping""",2,9,2.8729,5,"['""MeatTopping""', '""PizzaTopping""', '""Food""', '""PeperoniSausageTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""DeepPanBase""",3,,,4,"['""DeepPanBase""', '""Food""', '""DomainThing""', '""PizzaBase""']"
TestOntologies/pizza.owl,"""DeepPanBase""",1,4,1.5199,4,"['""DomainThing""', '""PizzaBase""', '""DeepPanBase""', '""Food""']"
TestOntologies/pizza.owl,"""DeepPanBase""",2,4,1.5129,4,"['""DomainThing""', '""PizzaBase""', '""DeepPanBase""', '""Food""']"
TestOntologies/pizza.owl,"""PeperonataTopping""",3,,,7,"['""VegetarianTopping""', '""PizzaTopping""', '""Food""', '""VegetableTopping""', '""PepperTopping""', '""PeperonataTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""PeperonataTopping""",1,10,3.9857,6,"['""VegetableTopping""', '""PeperonataTopping""', '""PizzaTopping""', '""Food""', '""PepperTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""PeperonataTopping""",2,10,3.9458,6,"['""VegetableTopping""', '""PeperonataTopping""', '""PizzaTopping""', '""Food""', '""PepperTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""IceCream""",3,,,100,"['""Food""', '""HamTopping""', '""VegetarianPizza1""', '""Capricciosa""', '""Margherita""', '""QuattroFormaggi""', '""SlicedTomatoTopping""', '""SpinachTopping""', '""AmericanHot""', '""InterestingPizza""', '""VegetarianPizza""', '""Pizza""', '""RocketTopping""', '""Soho""', '""ChickenTopping""', '""FruttiDiMare""', '""MozzarellaTopping""', '""Rosa""', '""HerbSpiceTopping""', '""Caprina""', '""UnclosedPizza""', '""LeekTopping""', '""Mild""', '""SauceTopping""', '""FourSeasons""', '""NutTopping""', '""Mushroom""', '""DeepPanBase""', '""PizzaTopping""', '""SpicyPizzaEquivalent""', '""SpicyPizza""', '""GarlicTopping""', '""Spiciness""', '""SpicyTopping""', '""PrinceCarlo""', '""ThinAndCrispyBase""', '""Giardiniera""', '""SloppyGiuseppe""', '""PrawnsTopping""', '""Veneziana""', '""PizzaBase""', '""PetitPoisTopping""', '""CheeseTopping""', '""LaReine""', '""OliveTopping""', '""ArtichokeTopping""', '""TomatoTopping""', '""PeperoniSausageTopping""', '""ParmezanTopping""', '""TobascoPepperSauceTopping""', '""SundriedTomatoTopping""', '""DomainThing""', '""MushroomTopping""', '""PolloAdAstra""', '""MeatTopping""', '""GorgonzolaTopping""', '""JalapenoPepperTopping""', '""VegetarianPizza2""', '""VegetableTopping""', '""ParmaHamTopping""', '⊥', '""RedOnionTopping""', '""HotGreenPepperTopping""', '""FruitTopping""', '""ThinAndCrispyPizza""', '""NonVegetarianPizza""', '""MeatyPizza""', '""American""', '""PepperTopping""', '""AnchoviesTopping""', '""Medium""', '""CheesyVegetableTopping""', '""AsparagusTopping""', '""GreenPepperTopping""', '""CheesyPizza""', '""Country""', '""PeperonataTopping""', '""GoatsCheeseTopping""', '""RealItalianPizza""', '""FourCheesesTopping""', '""CajunSpiceTopping""', '""Hot""', '""PineKernelTopping""', '""Napoletana""', '""CaperTopping""', '""RosemaryTopping""', '""MixedSeafoodTopping""', '""Siciliana""', '""HotSpicedBeefTopping""', '""VegetarianTopping""', '""ValuePartition""', '""OnionTopping""', '""Parmense""', '""SweetPepperTopping""', 'NamedPizza', '""IceCream""', '""Fiorentina""', '""SultanaTopping""', '""Cajun""', '""SeafoodTopping""']"
TestOntologies/pizza.owl,"""IceCream""",1,10,2.9412,3,"['""IceCream""', '""DomainThing""', '""Food""']"
TestOntologies/pizza.owl,"""IceCream""",2,8,2.1046,3,"['""IceCream""', '""DomainThing""', '""Food""']"
TestOntologies/pizza.owl,"""Caprina""",3,,,6,"['""Pizza""', '""Food""', 'NamedPizza', '""CheesyPizza""', '""Caprina""', '""DomainThing""']"
TestOntologies/pizza.owl,"""Caprina""",1,44,13.5985,6,"['""Caprina""', '""Pizza""', '""Food""', 'NamedPizza', '""CheesyPizza""', '""DomainThing""']"
TestOntologies/pizza.owl,"""Caprina""",2,44,12.2744,6,"['""Caprina""', '""Pizza""', '""Food""', 'NamedPizza', '""CheesyPizza""', '""DomainThing""']"
TestOntologies/pizza.owl,"""SlicedTomatoTopping""",3,,,7,"['""VegetarianTopping""', '""PizzaTopping""', '""TomatoTopping""', '""Food""', '""VegetableTopping""', '""SlicedTomatoTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""SlicedTomatoTopping""",1,10,2.3579,6,"['""VegetableTopping""', '""SlicedTomatoTopping""', '""PizzaTopping""', '""Food""', '""TomatoTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""SlicedTomatoTopping""",2,10,2.0489,6,"['""VegetableTopping""', '""SlicedTomatoTopping""', '""PizzaTopping""', '""Food""', '""TomatoTopping""', '""DomainThing""']"
TestOntologies/pizza.owl,"""Siciliana""",3,,,7,"['""Pizza""', '""Food""', '""MeatyPizza""', 'NamedPizza', '""CheesyPizza""', '""Siciliana""', '""DomainThing""']"
TestOntologies/pizza.owl,"""Siciliana""",1,54,10.6827,7,"['""Pizza""', '""MeatyPizza""', 'NamedPizza', '""Food""', '""CheesyPizza""', '""DomainThing""', '""Siciliana""']"
TestOntologies/pizza.owl,"""Siciliana""",2,65,13.3214,7,"['""Pizza""', '""MeatyPizza""', 'NamedPizza', '""Food""', '""CheesyPizza""', '""DomainThing""', '""Siciliana""']"
sushi_restaurant.owl,CookedShrimp,3,,,6,"['Shrimp', 'CookedShrimp', 'SeaFood', 'Food', 'CookedIngredient', 'SushiIngredient']"
sushi_restaurant.owl,CookedShrimp,1,8,2.959,6,"['SushiIngredient', 'Food', 'SeaFood', 'CookedIngredient', 'CookedShrimp', 'Shrimp']"
sushi_restaurant.owl,CookedShrimp,2,9,3.4486,6,"['SushiIngredient', 'Food', 'SeaFood', 'CookedIngredient', 'CookedShrimp', 'Shrimp']"
sushi_restaurant.owl,SpicyTunaRoll,3,,,6,"['SpicyTunaRoll', 'SeaFoodSushi', 'Food', 'SpicySushi', 'Maki', 'Sushi']"
sushi_restaurant.owl,SpicyTunaRoll,1,39,13.8738,6,"['Sushi', 'Food', 'SeaFoodSushi', 'Maki', 'SpicyTunaRoll', 'SpicySushi']"
sushi_restaurant.owl,SpicyTunaRoll,2,34,12.4765,6,"['Sushi', 'Food', 'SeaFoodSushi', 'Maki', 'SpicyTunaRoll', 'SpicySushi']"
sushi_restaurant.owl,SeabassNigiri,3,,,5,"['SeabassNigiri', 'SeaFoodSushi', 'Nigiri', 'Food', 'Sushi']"
sushi_restaurant.owl,SeabassNigiri,1,13,6.053,5,"['Sushi', 'Food', 'Nigiri', 'SeaFoodSushi', 'SeabassNigiri']"
sushi_restaurant.owl,SeabassNigiri,2,15,6.7282,5,"['Sushi', 'Food', 'Nigiri', 'SeaFoodSushi', 'SeabassNigiri']"
sushi_restaurant.owl,Asparagus,3,,,5,"['Asparagus', 'Food', 'Vegetable', 'SushiIngredient', 'Vegeterian']"
sushi_restaurant.owl,Asparagus,1,4,2.2326,4,"['Asparagus', 'SushiIngredient', 'Food', 'Vegetable']"
sushi_restaurant.owl,Asparagus,2,4,2.1305,4,"['Asparagus', 'SushiIngredient', 'Food', 'Vegetable']"
sushi_restaurant.owl,Maki,3,,,3,"['Food', 'Sushi', 'Maki']"
sushi_restaurant.owl,Maki,1,6,3.0928,3,"['Maki', 'Sushi', 'Food']"
sushi_restaurant.owl,Maki,2,6,3.2578,3,"['Maki', 'Sushi', 'Food']"
sushi_restaurant.owl,Food,3,,,1,['Food']
sushi_restaurant.owl,Food,1,2,1.7477,1,['Food']
sushi_restaurant.owl,Food,2,2,1.3459,1,['Food']
sushi_restaurant.owl,DeepFried,3,,,4,"['CookMethod', 'Cooked', 'Specialness', 'DeepFried']"
sushi_restaurant.owl,DeepFried,1,4,2.6901,4,"['Cooked', 'DeepFried', 'Specialness', 'CookMethod']"
sushi_restaurant.owl,DeepFried,2,4,2.151,4,"['Cooked', 'DeepFried', 'Specialness', 'CookMethod']"
sushi_restaurant.owl,Raw,3,,,3,"['CookMethod', 'Specialness', 'Raw']"
sushi_restaurant.owl,Raw,1,3,1.3484,3,"['Specialness', 'CookMethod', 'Raw']"
sushi_restaurant.owl,Raw,2,3,1.4094,3,"['Specialness', 'CookMethod', 'Raw']"
sushi_restaurant.owl,Shrimp,3,,,4,"['Shrimp', 'SeaFood', 'Food', 'SushiIngredient']"
sushi_restaurant.owl,Shrimp,1,4,1.9395,4,"['SeaFood', 'SushiIngredient', 'Shrimp', 'Food']"
sushi_restaurant.owl,Shrimp,2,4,1.9743,4,"['SeaFood', 'SushiIngredient', 'Shrimp', 'Food']"
sushi_restaurant.owl,Vegetable,3,,,4,"['Food', 'Vegetable', 'SushiIngredient', 'Vegeterian']"
sushi_restaurant.owl,Vegetable,1,3,1.5718,3,"['SushiIngredient', 'Food', 'Vegetable']"
sushi_restaurant.owl,Vegetable,2,3,1.0642,3,"['SushiIngredient', 'Food', 'Vegetable']"
sushi_restaurant.owl,SeaFood,3,,,3,"['SeaFood', 'Food', 'SushiIngredient']"
sushi_restaurant.owl,SeaFood,1,3,1.1527,3,"['SeaFood', 'SushiIngredient', 'Food']"
sushi_restaurant.owl,SeaFood,2,3,1.0748,3,"['SeaFood', 'SushiIngredient', 'Food']"
sushi_restaurant.owl,ShrimpTempuraRoll,3,,,7,"['DeepFriedSushi', 'SeaFoodSushi', 'CookedSushi', 'ShrimpTempuraRoll', 'Food', 'Maki', 'Sushi']"
sushi_restaurant.owl,ShrimpTempuraRoll,1,68,24.5682,7,"['Sushi', 'Food', 'DeepFriedSushi', 'ShrimpTempuraRoll', 'SeaFoodSushi', 'CookedSushi', 'Maki']"
sushi_restaurant.owl,ShrimpTempuraRoll,2,39,17.9342,7,"['Sushi', 'Food', 'DeepFriedSushi', 'ShrimpTempuraRoll', 'SeaFoodSushi', 'CookedSushi', 'Maki']"
sushi_restaurant.owl,DragonRoll,3,,,6,"['DragonRoll', 'SeaFoodSushi', 'CookedSushi', 'Food', 'Maki', 'Sushi']"
sushi_restaurant.owl,DragonRoll,1,55,28.0774,6,"['Sushi', 'Food', 'DragonRoll', 'SeaFoodSushi', 'CookedSushi', 'Maki']"
sushi_restaurant.owl,DragonRoll,2,40,14.8285,6,"['Sushi', 'Food', 'DragonRoll', 'SeaFoodSushi', 'CookedSushi', 'Maki']"
sushi_restaurant.owl,Carrot,3,,,5,"['Carrot', 'Food', 'Vegetable', 'SushiIngredient', 'Vegeterian']"
sushi_restaurant.owl,Carrot,1,4,1.7197,4,"['SushiIngredient', 'Carrot', 'Food', 'Vegetable']"
sushi_restaurant.owl,Carrot,2,4,1.4225,4,"['SushiIngredient', 'Carrot', 'Food', 'Vegetable']"
sushi_restaurant.owl,EggplantRoll,3,,,4,"['EggplantRoll', 'Food', 'Maki', 'Sushi']"
sushi_restaurant.owl,EggplantRoll,1,25,8.7445,4,"['Maki', 'EggplantRoll', 'Sushi', 'Food']"
sushi_restaurant.owl,EggplantRoll,2,27,11.1649,4,"['Maki', 'EggplantRoll', 'Sushi', 'Food']"
sushi_restaurant.owl,VeganSushi,3,,,3,"['VeganSushi', 'Food', 'Sushi']"
sushi_restaurant.owl,VeganSushi,1,3,1.5244,3,"['Sushi', 'Food', 'VeganSushi']"
sushi_restaurant.owl,VeganSushi,2,3,1.3278,3,"['Sushi', 'Food', 'VeganSushi']"
sushi_restaurant.owl,Vegeterian,3,,,3,"['Food', 'SushiIngredient', 'Vegeterian']"
sushi_restaurant.owl,Vegeterian,1,3,1.4044,3,"['Vegeterian', 'SushiIngredient', 'Food']"
sushi_restaurant.owl,Vegeterian,2,3,1.4018,3,"['Vegeterian', 'SushiIngredient', 'Food']"
sushi_restaurant.owl,RawShrimp,3,,,6,"['Shrimp', 'RawIngredient', 'SeaFood', 'Food', 'SushiIngredient', 'RawShrimp']"
sushi_restaurant.owl,RawShrimp,1,8,2.8973,6,"['SushiIngredient', 'Food', 'RawIngredient', 'SeaFood', 'Shrimp', 'RawShrimp']"
sushi_restaurant.owl,RawShrimp,2,9,4.042,6,"['SushiIngredient', 'Food', 'RawIngredient', 'SeaFood', 'Shrimp', 'RawShrimp']"
sushi_restaurant.owl,DeepFriedSushi,3,,,4,"['DeepFriedSushi', 'CookedSushi', 'Food', 'Sushi']"
sushi_restaurant.owl,DeepFriedSushi,1,26,10.2646,4,"['DeepFriedSushi', 'Sushi', 'CookedSushi', 'Food']"
sushi_restaurant.owl,DeepFriedSushi,2,22,7.1568,4,"['DeepFriedSushi', 'Sushi', 'CookedSushi', 'Food']"
sushi_restaurant.owl,ImitationCrab,3,,,4,"['ImitationCrab', 'SeaFood', 'Food', 'SushiIngredient']"
